batch_number,yaml_file,page_kind,page_index,page_name,store_results,page_id,pair_id,pair_role
5,marcussen_batch_05.yaml,trial,23,Trial 023,True,2258,2258,same_pipe_reference
5,marcussen_batch_05.yaml,trial,24,Trial 024,True,1694,1694,cross_organ_main
5,marcussen_batch_05.yaml,trial,25,Trial 025,True,312,312,cross_organ_main
5,marcussen_batch_05.yaml,trial,26,Trial 026,True,1056,1056,cross_organ_main
5,marcussen_batch_05.yaml,trial,27,Trial 027,True,2041,2041,cross_organ_main
5,marcussen_batch_05.yaml,trial,28,Trial 028,True,1361,1361,cross_organ_main
5,marcussen_batch_05.yaml,trial,29,Trial 029,True,2766,2766,same_organ_anchor
5,marcussen_batch_05.yaml,trial,30,Trial 030,True,1978,1978,cross_organ_main
5,marcussen_batch_05.yaml,trial,31,Trial 031,True,734,734,cross_organ_main
5,marcussen_batch_05.yaml,trial,32,Trial 032,True,289,289,cross_organ_main
5,marcussen_batch_05.yaml,trial,33,Trial 033,True,863,863,cross_organ_main
5,marcussen_batch_05.yaml,trial,34,Trial 034,True,605,605,cross_organ_main
5,marcussen_batch_05.yaml,trial,35,Trial 035,True,1519,1519,cross_organ_main
5,marcussen_batch_05.yaml,trial,36,Trial 036,True,505,505,cross_organ_main
5,marcussen_batch_05.yaml,trial,37,Trial 037,True,1461,1461,cross_organ_main
5,marcussen_batch_05.yaml,trial,38,Trial 038,True,1705,1705,cross_organ_main
5,marcussen_batch_05.yaml,trial,39,Trial 039,True,2064,2064,cross_organ_main
5,marcussen_batch_05.yaml,trial,40,Trial 040,True,1243,1243,cross_organ_main
5,marcussen_batch_05.yaml,trial,41,Trial 041,True,395,395,cross_organ_main
5,marcussen_batch_05.yaml,trial,42,Trial 042,True,1813,1813,cross_organ_main
5,marcussen_batch_05.yaml,trial,43,Trial 043,True,696,696,cross_organ_main
5,marcussen_batch_05.yaml,trial,44,Trial 044,True,2008,2008,cross_organ_main
5,marcussen_batch_05.yaml,trial,45,Trial 045,True,1420,1420,cross_organ_main
5,marcussen_batch_05.yaml,trial,46,Trial 046,True,116,116,cross_organ_main
5,marcussen_batch_05.yaml,trial,47,Trial 047,True,1720,1720,cross_organ_main
5,marcussen_batch_05.yaml,trial,48,Trial 048,True,286,286,cross_organ_main
5,marcussen_batch_05.yaml,trial,49,Trial 049,True,16,16,cross_organ_main
5,marcussen_batch_05.yaml,trial,50,Trial 050,True,305,305,cross_organ_main
5,marcussen_batch_05.yaml,trial,51,Trial 051,True,2249,2249,cross_organ_main
5,marcussen_batch_05.yaml,trial,52,Trial 052,True,543,543,cross_organ_main
5,marcussen_batch_05.yaml,trial,53,Trial 053,True,383,383,cross_organ_main
5,marcussen_batch_05.yaml,trial,54,Trial 054,True,701,701,cross_organ_main
5,marcussen_batch_05.yaml,trial,55,Trial 055,True,622,622,cross_organ_main
5,marcussen_batch_05.yaml,trial,56,Trial 056,True,466,466,cross_organ_main
5,marcussen_batch_05.yaml,trial,57,Trial 057,True,1279,1279,cross_organ_main
5,marcussen_batch_05.yaml,trial,58,Trial 058,True,44,44,cross_organ_main
5,marcussen_batch_05.yaml,trial,59,Trial 059,True,1262,1262,cross_organ_main
5,marcussen_batch_05.yaml,trial,60,Trial 060,True,1732,1732,cross_organ_main
5,marcussen_batch_05.yaml,trial,61,Trial 061,True,2159,2159,cross_organ_main
5,marcussen_batch_05.yaml,trial,62,Trial 062,True,1702,1702,cross_organ_main
5,marcussen_batch_05.yaml,trial,63,Trial 063,True,839,839,cross_organ_main
5,marcussen_batch_05.yaml,trial,64,Trial 064,True,2098,2098,cross_organ_main
5,marcussen_batch_05.yaml,trial,65,Trial 065,True,1670,1670,cross_organ_main
5,marcussen_batch_05.yaml,trial,66,Trial 066,True,271,271,cross_organ_main
5,marcussen_batch_05.yaml,trial,67,Trial 067,True,1036,1036,cross_organ_main
5,marcussen_batch_05.yaml,trial,68,Trial 068,True,2277,2277,cross_organ_main
6,marcussen_batch_06.yaml,example,1,Example 001,False,example_001_pair_1601,1601,same_pipe_reference
6,marcussen_batch_06.yaml,example,2,Example 002,False,example_002_pair_2414,2414,same_organ_anchor
6,marcussen_batch_06.yaml,trial,1,Trial 001,True,2047,2047,cross_organ_main
6,marcussen_batch_06.yaml,trial,2,Trial 002,True,2000,2000,cross_organ_main
6,marcussen_batch_06.yaml,trial,3,Trial 003,True,1232,1232,cross_organ_main
6,marcussen_batch_06.yaml,trial,4,Trial 004,True,1378,1378,cross_organ_main
6,marcussen_batch_06.yaml,trial,5,Trial 005,True,1789,1789,cross_organ_main
6,marcussen_batch_06.yaml,trial,6,Trial 006,True,1359,1359,cross_organ_main
6,marcussen_batch_06.yaml,trial,7,Trial 007,True,1636,1636,cross_organ_main
6,marcussen_batch_06.yaml,trial,8,Trial 008,True,1968,1968,cross_organ_main
6,marcussen_batch_06.yaml,trial,9,Trial 009,True,2091,2091,cross_organ_main
6,marcussen_batch_06.yaml,trial,10,Trial 010,True,2371,2371,cross_organ_main
6,marcussen_batch_06.yaml,trial,11,Trial 011,True,1930,1930,cross_organ_main
6,marcussen_batch_06.yaml,trial,12,Trial 012,True,493,493,cross_organ_main
6,marcussen_batch_06.yaml,trial,13,Trial 013,True,1015,1015,cross_organ_main
6,marcussen_batch_06.yaml,trial,14,Trial 014,True,188,188,cross_organ_main
6,marcussen_batch_06.yaml,trial,15,Trial 015,True,417,417,cross_organ_main
6,marcussen_batch_06.yaml,trial,16,Trial 016,True,123,123,cross_organ_main
6,marcussen_batch_06.yaml,trial,17,Trial 017,True,1117,1117,cross_organ_main
6,marcussen_batch_06.yaml,trial,18,Trial 018,True,1226,1226,cross_organ_main
6,marcussen_batch_06.yaml,trial,19,Trial 019,True,1004,1004,cross_organ_main
6,marcussen_batch_06.yaml,trial,20,Trial 020,True,763,763,cross_organ_main
6,marcussen_batch_06.yaml,trial,21,Trial 021,True,1482,1482,cross_organ_main
6,marcussen_batch_06.yaml,trial,22,Trial 022,True,363,363,cross_organ_main
6,marcussen_batch_06.yaml,trial,23,Trial 023,True,2238,2238,cross_organ_main
6,marcussen_batch_06.yaml,trial,24,Trial 024,True,1639,1639,cross_organ_main
6,marcussen_batch_06.yaml,trial,25,Trial 025,True,21,21,cross_organ_main
6,marcussen_batch_06.yaml,trial,26,Trial 026,True,682,682,cross_organ_main
6,marcussen_batch_06.yaml,trial,27,Trial 027,True,504,504,cross_organ_main
6,marcussen_batch_06.yaml,trial,28,Trial 028,True,376,376,cross_organ_main
6,marcussen_batch_06.yaml,trial,29,Trial 029,True,443,443,cross_organ_main
6,marcussen_batch_06.yaml,trial,30,Trial 030,True,1983,1983,cross_organ_main
6,marcussen_batch_06.yaml,trial,31,Trial 031,True,1193,1193,same_pipe_reference
6,marcussen_batch_06.yaml,trial,32,Trial 032,True,1909,1909,cross_organ_main
6,marcussen_batch_06.yaml,trial,33,Trial 033,True,1879,1879,cross_organ_main
6,marcussen_batch_06.yaml,trial,34,Trial 034,True,808,808,same_pipe_reference
6,marcussen_batch_06.yaml,trial,35,Trial 035,True,1555,1555,cross_organ_main
6,marcussen_batch_06.yaml,trial,36,Trial 036,True,693,693,cross_organ_main
6,marcussen_batch_06.yaml,trial,37,Trial 037,True,806,806,cross_organ_main
6,marcussen_batch_06.yaml,trial,38,Trial 038,True,2,2,cross_organ_main
6,marcussen_batch_06.yaml,trial,39,Trial 039,True,1552,1552,cross_organ_main
6,marcussen_batch_06.yaml,trial,40,Trial 040,True,1778,1778,cross_organ_main
6,marcussen_batch_06.yaml,trial,41,Trial 041,True,1283,1283,cross_organ_main
6,marcussen_batch_06.yaml,trial,42,Trial 042,True,1859,1859,cross_organ_main
6,marcussen_batch_06.yaml,trial,43,Trial 043,True,2081,2081,cross_organ_main
6,marcussen_batch_06.yaml,trial,44,Trial 044,True,1754,1754,cross_organ_main
6,marcussen_batch_06.yaml,trial,45,Trial 045,True,1313,1313,cross_organ_main
6,marcussen_batch_06.yaml,trial,46,Trial 046,True,163,163,cross_organ_main
6,marcussen_batch_06.yaml,trial,47,Trial 047,True,157,157,cross_organ_main
6,marcussen_batch_06.yaml,trial,48,Trial 048,True,2128,2128,cross_organ_main
6,marcussen_batch_06.yaml,trial,49,Trial 049,True,2647,2647,same_organ_anchor
6,marcussen_batch_06.yaml,trial,50,Trial 050,True,1942,1942,cross_organ_main
6,marcussen_batch_06.yaml,trial,51,Trial 051,True,1146,1146,cross_organ_main
6,marcussen_batch_06.yaml,trial,52,Trial 052,True,1087,1087,cross_organ_main
6,marcussen_batch_06.yaml,trial,53,Trial 053,True,986,986,cross_organ_main
6,marcussen_batch_06.yaml,trial,54,Trial 054,True,91,91,cross_organ_main
6,marcussen_batch_06.yaml,trial,55,Trial 055,True,1653,1653,cross_organ_main
6,marcussen_batch_06.yaml,trial,56,Trial 056,True,776,776,cross_organ_main
6,marcussen_batch_06.yaml,trial,57,Trial 057,True,1761,1761,cross_organ_main
6,marcussen_batch_06.yaml,trial,58,Trial 058,True,2494,2494,same_organ_anchor
6,marcussen_batch_06.yaml,trial,59,Trial 059,True,484,484,cross_organ_main
6,marcussen_batch_06.yaml,trial,60,Trial 060,True,1922,1922,cross_organ_main
6,marcussen_batch_06.yaml,trial,61,Trial 061,True,199,199,cross_organ_main
6,marcussen_batch_06.yaml,trial,62,Trial 062,True,347,347,cross_organ_main
6,marcussen_batch_06.yaml,trial,63,Trial 063,True,1049,1049,cross_organ_main
6,marcussen_batch_06.yaml,trial,64,Trial 064,True,1298,1298,cross_organ_main
6,marcussen_batch_06.yaml,trial,65,Trial 065,True,1321,1321,cross_organ_main
6,marcussen_batch_06.yaml,trial,66,Trial 066,True,306,306,cross_organ_main
6,marcussen_batch_06.yaml,trial,67,Trial 067,True,323,323,cross_organ_main
6,marcussen_batch_06.yaml,trial,68,Trial 068,True,1039,1039,cross_organ_main
7,marcussen_batch_07.yaml,example,1,Example 001,False,example_001_pair_1928,1928,same_pipe_reference
7,marcussen_batch_07.yaml,example,2,Example 002,False,example_002_pair_2434,2434,same_organ_anchor
7,marcussen_batch_07.yaml,trial,1,Trial 001,True,864,864,cross_organ_main
7,marcussen_batch_07.yaml,trial,2,Trial 002,True,55,55,cross_organ_main
7,marcussen_batch_07.yaml,trial,3,Trial 003,True,1500,1500,cross_organ_main
7,marcussen_batch_07.yaml,trial,4,Trial 004,True,322,322,cross_organ_main
7,marcussen_batch_07.yaml,trial,5,Trial 005,True,1069,1069,cross_organ_main
7,marcussen_batch_07.yaml,trial,6,Trial 006,True,2205,2205,cross_organ_main
7,marcussen_batch_07.yaml,trial,7,Trial 007,True,706,706,cross_organ_main
7,marcussen_batch_07.yaml,trial,8,Trial 008,True,2088,2088,cross_organ_main
7,marcussen_batch_07.yaml,trial,9,Trial 009,True,1250,1250,cross_organ_main
7,marcussen_batch_07.yaml,trial,10,Trial 010,True,259,259,cross_organ_main
7,marcussen_batch_07.yaml,trial,11,Trial 011,True,2052,2052,cross_organ_main
7,marcussen_batch_07.yaml,trial,12,Trial 012,True,342,342,cross_organ_main
7,marcussen_batch_07.yaml,trial,13,Trial 013,True,1645,1645,cross_organ_main
7,marcussen_batch_07.yaml,trial,14,Trial 014,True,1236,1236,cross_organ_main
7,marcussen_batch_07.yaml,trial,15,Trial 015,True,2276,2276,cross_organ_main
7,marcussen_batch_07.yaml,trial,16,Trial 016,True,692,692,cross_organ_main
7,marcussen_batch_07.yaml,trial,17,Trial 017,True,80,80,cross_organ_main
7,marcussen_batch_07.yaml,trial,18,Trial 018,True,854,854,cross_organ_main
7,marcussen_batch_07.yaml,trial,19,Trial 019,True,1433,1433,cross_organ_main
7,marcussen_batch_07.yaml,trial,20,Trial 020,True,958,958,cross_organ_main
7,marcussen_batch_07.yaml,trial,21,Trial 021,True,1336,1336,cross_organ_main
7,marcussen_batch_07.yaml,trial,22,Trial 022,True,387,387,cross_organ_main
7,marcussen_batch_07.yaml,trial,23,Trial 023,True,2226,2226,cross_organ_main
7,marcussen_batch_07.yaml,trial,24,Trial 024,True,355,355,cross_organ_main
7,marcussen_batch_07.yaml,trial,25,Trial 025,True,828,828,cross_organ_main
7,marcussen_batch_07.yaml,trial,26,Trial 026,True,180,180,cross_organ_main
7,marcussen_batch_07.yaml,trial,27,Trial 027,True,753,753,cross_organ_main
7,marcussen_batch_07.yaml,trial,28,Trial 028,True,792,792,cross_organ_main
7,marcussen_batch_07.yaml,trial,29,Trial 029,True,1479,1479,cross_organ_main
7,marcussen_batch_07.yaml,trial,30,Trial 030,True,2199,2199,cross_organ_main
7,marcussen_batch_07.yaml,trial,31,Trial 031,True,111,111,cross_organ_main
7,marcussen_batch_07.yaml,trial,32,Trial 032,True,515,515,cross_organ_main
7,marcussen_batch_07.yaml,trial,33,Trial 033,True,1459,1459,cross_organ_main
7,marcussen_batch_07.yaml,trial,34,Trial 034,True,1134,1134,cross_organ_main
7,marcussen_batch_07.yaml,trial,35,Trial 035,True,944,944,cross_organ_main
7,marcussen_batch_07.yaml,trial,36,Trial 036,True,960,960,same_pipe_reference
7,marcussen_batch_07.yaml,trial,37,Trial 037,True,2791,2791,same_organ_anchor
7,marcussen_batch_07.yaml,trial,38,Trial 038,True,1490,1490,cross_organ_main
7,marcussen_batch_07.yaml,trial,39,Trial 039,True,667,667,cross_organ_main
7,marcussen_batch_07.yaml,trial,40,Trial 040,True,623,623,cross_organ_main
7,marcussen_batch_07.yaml,trial,41,Trial 041,True,563,563,cross_organ_main
7,marcussen_batch_07.yaml,trial,42,Trial 042,True,1931,1931,cross_organ_main
7,marcussen_batch_07.yaml,trial,43,Trial 043,True,11,11,cross_organ_main
7,marcussen_batch_07.yaml,trial,44,Trial 044,True,1534,1534,cross_organ_main
7,marcussen_batch_07.yaml,trial,45,Trial 045,True,1289,1289,cross_organ_main
7,marcussen_batch_07.yaml,trial,46,Trial 046,True,636,636,cross_organ_main
7,marcussen_batch_07.yaml,trial,47,Trial 047,True,412,412,cross_organ_main
7,marcussen_batch_07.yaml,trial,48,Trial 048,True,39,39,cross_organ_main
7,marcussen_batch_07.yaml,trial,49,Trial 049,True,1603,1603,cross_organ_main
7,marcussen_batch_07.yaml,trial,50,Trial 050,True,1371,1371,cross_organ_main
7,marcussen_batch_07.yaml,trial,51,Trial 051,True,522,522,cross_organ_main
7,marcussen_batch_07.yaml,trial,52,Trial 052,True,33,33,cross_organ_main
7,marcussen_batch_07.yaml,trial,53,Trial 053,True,671,671,cross_organ_main
7,marcussen_batch_07.yaml,trial,54,Trial 054,True,1411,1411,cross_organ_main
7,marcussen_batch_07.yaml,trial,55,Trial 055,True,1385,1385,cross_organ_main
7,marcussen_batch_07.yaml,trial,56,Trial 056,True,910,910,cross_organ_main
7,marcussen_batch_07.yaml,trial,57,Trial 057,True,805,805,cross_organ_main
7,marcussen_batch_07.yaml,trial,58,Trial 058,True,1350,1350,cross_organ_main
7,marcussen_batch_07.yaml,trial,59,Trial 059,True,2166,2166,cross_organ_main
7,marcussen_batch_07.yaml,trial,60,Trial 060,True,1300,1300,cross_organ_main
7,marcussen_batch_07.yaml,trial,61,Trial 061,True,2136,2136,cross_organ_main
7,marcussen_batch_07.yaml,trial,62,Trial 062,True,423,423,cross_organ_main
7,marcussen_batch_07.yaml,trial,63,Trial 063,True,1747,1747,cross_organ_main
7,marcussen_batch_07.yaml,trial,64,Trial 064,True,2681,2681,same_organ_anchor
7,marcussen_batch_07.yaml,trial,65,Trial 065,True,978,978,cross_organ_main
7,marcussen_batch_07.yaml,trial,66,Trial 066,True,45,45,cross_organ_main
7,marcussen_batch_07.yaml,trial,67,Trial 067,True,2358,2358,cross_organ_main
7,marcussen_batch_07.yaml,trial,68,Trial 068,True,841,841,cross_organ_main
7,marcussen_batch_07.yaml,trial,69,Trial 069,True,2268,2268,same_pipe_reference
8,marcussen_batch_08.yaml,example,1,Example 001,False,example_001_pair_1925,1925,same_pipe_reference
8,marcussen_batch_08.yaml,example,2,Example 002,False,example_002_pair_2844,2844,same_organ_anchor
8,marcussen_batch_08.yaml,trial,1,Trial 001,True,1728,1728,cross_organ_main
8,marcussen_batch_08.yaml,trial,2,Trial 002,True,816,816,cross_organ_main
8,marcussen_batch_08.yaml,trial,3,Trial 003,True,1841,1841,cross_organ_main
8,marcussen_batch_08.yaml,trial,4,Trial 004,True,1633,1633,cross_organ_main
8,marcussen_batch_08.yaml,trial,5,Trial 005,True,247,247,cross_organ_main
8,marcussen_batch_08.yaml,trial,6,Trial 006,True,967,967,cross_organ_main
8,marcussen_batch_08.yaml,trial,7,Trial 007,True,905,905,cross_organ_main
8,marcussen_batch_08.yaml,trial,8,Trial 008,True,241,241,cross_organ_main
8,marcussen_batch_08.yaml,trial,9,Trial 009,True,1392,1392,cross_organ_main
8,marcussen_batch_08.yaml,trial,10,Trial 010,True,1183,1183,cross_organ_main
8,marcussen_batch_08.yaml,trial,11,Trial 011,True,742,742,cross_organ_main
8,marcussen_batch_08.yaml,trial,12,Trial 012,True,38,38,cross_organ_main
8,marcussen_batch_08.yaml,trial,13,Trial 013,True,403,403,cross_organ_main
8,marcussen_batch_08.yaml,trial,14,Trial 014,True,325,325,cross_organ_main
8,marcussen_batch_08.yaml,trial,15,Trial 015,True,2313,2313,cross_organ_main
8,marcussen_batch_08.yaml,trial,16,Trial 016,True,351,351,same_pipe_reference
8,marcussen_batch_08.yaml,trial,17,Trial 017,True,2035,2035,cross_organ_main
8,marcussen_batch_08.yaml,trial,18,Trial 018,True,196,196,cross_organ_main
8,marcussen_batch_08.yaml,trial,19,Trial 019,True,1171,1171,cross_organ_main
8,marcussen_batch_08.yaml,trial,20,Trial 020,True,25,25,cross_organ_main
8,marcussen_batch_08.yaml,trial,21,Trial 021,True,357,357,cross_organ_main
8,marcussen_batch_08.yaml,trial,22,Trial 022,True,1962,1962,cross_organ_main
8,marcussen_batch_08.yaml,trial,23,Trial 023,True,117,117,cross_organ_main
8,marcussen_batch_08.yaml,trial,24,Trial 024,True,1413,1413,cross_organ_main
8,marcussen_batch_08.yaml,trial,25,Trial 025,True,594,594,cross_organ_main
8,marcussen_batch_08.yaml,trial,26,Trial 026,True,95,95,same_pipe_reference
8,marcussen_batch_08.yaml,trial,27,Trial 027,True,1681,1681,cross_organ_main
8,marcussen_batch_08.yaml,trial,28,Trial 028,True,1428,1428,cross_organ_main
8,marcussen_batch_08.yaml,trial,29,Trial 029,True,1084,1084,cross_organ_main
8,marcussen_batch_08.yaml,trial,30,Trial 030,True,153,153,cross_organ_main
8,marcussen_batch_08.yaml,trial,31,Trial 031,True,2530,2530,same_organ_anchor
8,marcussen_batch_08.yaml,trial,32,Trial 032,True,528,528,cross_organ_main
8,marcussen_batch_08.yaml,trial,33,Trial 033,True,2370,2370,cross_organ_main
8,marcussen_batch_08.yaml,trial,34,Trial 034,True,1921,1921,cross_organ_main
8,marcussen_batch_08.yaml,trial,35,Trial 035,True,938,938,cross_organ_main
8,marcussen_batch_08.yaml,trial,36,Trial 036,True,564,564,cross_organ_main
8,marcussen_batch_08.yaml,trial,37,Trial 037,True,712,712,cross_organ_main
8,marcussen_batch_08.yaml,trial,38,Trial 038,True,332,332,cross_organ_main
8,marcussen_batch_08.yaml,trial,39,Trial 039,True,367,367,cross_organ_main
8,marcussen_batch_08.yaml,trial,40,Trial 040,True,1864,1864,cross_organ_main
8,marcussen_batch_08.yaml,trial,41,Trial 041,True,85,85,cross_organ_main
8,marcussen_batch_08.yaml,trial,42,Trial 042,True,1949,1949,cross_organ_main
8,marcussen_batch_08.yaml,trial,43,Trial 043,True,1345,1345,cross_organ_main
8,marcussen_batch_08.yaml,trial,44,Trial 044,True,840,840,cross_organ_main
8,marcussen_batch_08.yaml,trial,45,Trial 045,True,1943,1943,cross_organ_main
8,marcussen_batch_08.yaml,trial,46,Trial 046,True,2343,2343,cross_organ_main
8,marcussen_batch_08.yaml,trial,47,Trial 047,True,892,892,cross_organ_main
8,marcussen_batch_08.yaml,trial,48,Trial 048,True,2234,2234,cross_organ_main
8,marcussen_batch_08.yaml,trial,49,Trial 049,True,1904,1904,cross_organ_main
8,marcussen_batch_08.yaml,trial,50,Trial 050,True,601,601,cross_organ_main
8,marcussen_batch_08.yaml,trial,51,Trial 051,True,1520,1520,cross_organ_main
8,marcussen_batch_08.yaml,trial,52,Trial 052,True,1451,1451,cross_organ_main
8,marcussen_batch_08.yaml,trial,53,Trial 053,True,2114,2114,cross_organ_main
8,marcussen_batch_08.yaml,trial,54,Trial 054,True,2639,2639,same_organ_anchor
8,marcussen_batch_08.yaml,trial,55,Trial 055,True,534,534,cross_organ_main
8,marcussen_batch_08.yaml,trial,56,Trial 056,True,413,413,cross_organ_main
8,marcussen_batch_08.yaml,trial,57,Trial 057,True,1370,1370,cross_organ_main
8,marcussen_batch_08.yaml,trial,58,Trial 058,True,2071,2071,cross_organ_main
8,marcussen_batch_08.yaml,trial,59,Trial 059,True,1575,1575,cross_organ_main
8,marcussen_batch_08.yaml,trial,60,Trial 060,True,2019,2019,cross_organ_main
8,marcussen_batch_08.yaml,trial,61,Trial 061,True,2254,2254,cross_organ_main
8,marcussen_batch_08.yaml,trial,62,Trial 062,True,1513,1513,cross_organ_main
8,marcussen_batch_08.yaml,trial,63,Trial 063,True,375,375,cross_organ_main
8,marcussen_batch_08.yaml,trial,64,Trial 064,True,2119,2119,cross_organ_main
8,marcussen_batch_08.yaml,trial,65,Trial 065,True,2394,2394,cross_organ_main
8,marcussen_batch_08.yaml,trial,66,Trial 066,True,1443,1443,cross_organ_main
8,marcussen_batch_08.yaml,trial,67,Trial 067,True,659,659,cross_organ_main
8,marcussen_batch_08.yaml,trial,68,Trial 068,True,292,292,cross_organ_main
8,marcussen_batch_08.yaml,trial,69,Trial 069,True,1057,1057,cross_organ_main
9,marcussen_batch_09.yaml,example,1,Example 001,False,example_001_pair_2344,2344,same_pipe_reference
9,marcussen_batch_09.yaml,example,2,Example 002,False,example_002_pair_2577,2577,same_organ_anchor
9,marcussen_batch_09.yaml,trial,1,Trial 001,True,1693,1693,cross_organ_main
9,marcussen_batch_09.yaml,trial,2,Trial 002,True,1721,1721,cross_organ_main
9,marcussen_batch_09.yaml,trial,3,Trial 003,True,67,67,cross_organ_main
9,marcussen_batch_09.yaml,trial,4,Trial 004,True,810,810,same_pipe_reference
9,marcussen_batch_09.yaml,trial,5,Trial 005,True,1038,1038,cross_organ_main
9,marcussen_batch_09.yaml,trial,6,Trial 006,True,110,110,cross_organ_main
9,marcussen_batch_09.yaml,trial,7,Trial 007,True,353,353,cross_organ_main
9,marcussen_batch_09.yaml,trial,8,Trial 008,True,1096,1096,cross_organ_main
9,marcussen_batch_09.yaml,trial,9,Trial 009,True,634,634,cross_organ_main
9,marcussen_batch_09.yaml,trial,10,Trial 010,True,1410,1410,cross_organ_main
9,marcussen_batch_09.yaml,trial,11,Trial 011,True,1992,1992,cross_organ_main
9,marcussen_batch_09.yaml,trial,12,Trial 012,True,2393,2393,cross_organ_main
9,marcussen_batch_09.yaml,trial,13,Trial 013,True,344,344,cross_organ_main
9,marcussen_batch_09.yaml,trial,14,Trial 014,True,1333,1333,cross_organ_main
9,marcussen_batch_09.yaml,trial,15,Trial 015,True,771,771,cross_organ_main
9,marcussen_batch_09.yaml,trial,16,Trial 016,True,512,512,cross_organ_main
9,marcussen_batch_09.yaml,trial,17,Trial 017,True,2248,2248,cross_organ_main
9,marcussen_batch_09.yaml,trial,18,Trial 018,True,996,996,cross_organ_main
9,marcussen_batch_09.yaml,trial,19,Trial 019,True,681,681,cross_organ_main
9,marcussen_batch_09.yaml,trial,20,Trial 020,True,217,217,cross_organ_main
9,marcussen_batch_09.yaml,trial,21,Trial 021,True,1621,1621,cross_organ_main
9,marcussen_batch_09.yaml,trial,22,Trial 022,True,765,765,cross_organ_main
9,marcussen_batch_09.yaml,trial,23,Trial 023,True,406,406,cross_organ_main
9,marcussen_batch_09.yaml,trial,24,Trial 024,True,24,24,cross_organ_main
9,marcussen_batch_09.yaml,trial,25,Trial 025,True,457,457,cross_organ_main
9,marcussen_batch_09.yaml,trial,26,Trial 026,True,721,721,cross_organ_main
9,marcussen_batch_09.yaml,trial,27,Trial 027,True,713,713,cross_organ_main
9,marcussen_batch_09.yaml,trial,28,Trial 028,True,2185,2185,cross_organ_main
9,marcussen_batch_09.yaml,trial,29,Trial 029,True,1139,1139,cross_organ_main
9,marcussen_batch_09.yaml,trial,30,Trial 030,True,2124,2124,cross_organ_main
9,marcussen_batch_09.yaml,trial,31,Trial 031,True,1735,1735,same_pipe_reference
9,marcussen_batch_09.yaml,trial,32,Trial 032,True,129,129,cross_organ_main
9,marcussen_batch_09.yaml,trial,33,Trial 033,True,2214,2214,cross_organ_main
9,marcussen_batch_09.yaml,trial,34,Trial 034,True,540,540,cross_organ_main
9,marcussen_batch_09.yaml,trial,35,Trial 035,True,2072,2072,cross_organ_main
9,marcussen_batch_09.yaml,trial,36,Trial 036,True,814,814,cross_organ_main
9,marcussen_batch_09.yaml,trial,37,Trial 037,True,1323,1323,cross_organ_main
9,marcussen_batch_09.yaml,trial,38,Trial 038,True,872,872,cross_organ_main
9,marcussen_batch_09.yaml,trial,39,Trial 039,True,1047,1047,cross_organ_main
9,marcussen_batch_09.yaml,trial,40,Trial 040,True,1207,1207,cross_organ_main
9,marcussen_batch_09.yaml,trial,41,Trial 041,True,791,791,cross_organ_main
9,marcussen_batch_09.yaml,trial,42,Trial 042,True,1373,1373,cross_organ_main
9,marcussen_batch_09.yaml,trial,43,Trial 043,True,253,253,cross_organ_main
9,marcussen_batch_09.yaml,trial,44,Trial 044,True,1125,1125,cross_organ_main
9,marcussen_batch_09.yaml,trial,45,Trial 045,True,1147,1147,cross_organ_main
9,marcussen_batch_09.yaml,trial,46,Trial 046,True,377,377,cross_organ_main
9,marcussen_batch_09.yaml,trial,47,Trial 047,True,1214,1214,cross_organ_main
9,marcussen_batch_09.yaml,trial,48,Trial 048,True,1448,1448,cross_organ_main
9,marcussen_batch_09.yaml,trial,49,Trial 049,True,2490,2490,same_organ_anchor
9,marcussen_batch_09.yaml,trial,50,Trial 050,True,2808,2808,same_organ_anchor
9,marcussen_batch_09.yaml,trial,51,Trial 051,True,1893,1893,cross_organ_main
9,marcussen_batch_09.yaml,trial,52,Trial 052,True,801,801,cross_organ_main
9,marcussen_batch_09.yaml,trial,53,Trial 053,True,1460,1460,cross_organ_main
9,marcussen_batch_09.yaml,trial,54,Trial 054,True,1880,1880,cross_organ_main
9,marcussen_batch_09.yaml,trial,55,Trial 055,True,923,923,cross_organ_main
9,marcussen_batch_09.yaml,trial,56,Trial 056,True,483,483,cross_organ_main
9,marcussen_batch_09.yaml,trial,57,Trial 057,True,1356,1356,cross_organ_main
9,marcussen_batch_09.yaml,trial,58,Trial 058,True,930,930,cross_organ_main
9,marcussen_batch_09.yaml,trial,59,Trial 059,True,1808,1808,cross_organ_main
9,marcussen_batch_09.yaml,trial,60,Trial 060,True,2079,2079,cross_organ_main
9,marcussen_batch_09.yaml,trial,61,Trial 061,True,1188,1188,cross_organ_main
9,marcussen_batch_09.yaml,trial,62,Trial 062,True,1089,1089,cross_organ_main
9,marcussen_batch_09.yaml,trial,63,Trial 063,True,937,937,cross_organ_main
9,marcussen_batch_09.yaml,trial,64,Trial 064,True,492,492,cross_organ_main
9,marcussen_batch_09.yaml,trial,65,Trial 065,True,190,190,cross_organ_main
9,marcussen_batch_09.yaml,trial,66,Trial 066,True,1009,1009,cross_organ_main
9,marcussen_batch_09.yaml,trial,67,Trial 067,True,1488,1488,cross_organ_main
9,marcussen_batch_09.yaml,trial,68,Trial 068,True,434,434,cross_organ_main
10,marcussen_batch_10.yaml,example,1,Example 001,False,example_001_pair_1667,1667,same_pipe_reference
